date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:51:19	2033925/2033925	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Nov%202024%2013:51:21%20GMT	https://web.archive.org/web/20240626135939cs_/https://www.smart-digital.at/wp-content/cache/wpo-minify/1718026369/assets/wpo-minify-header-af40a85b.min.css	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626135939cs_/https_/www.smart-digital.at/wp-content/cache/wpo-minify/1718026369/assets/wpo-minify-header-af40a85b.min.css	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:22%20GMT	https://web.archive.org/web/20240718170310js_/https://www.smart-digital.at/wp-includes/js/jquery/jquery.min.js	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310js_/https_/www.smart-digital.at/wp-includes/js/jquery/jquery.min.8.delayed	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:20	90871/90871	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Nov%202024%2013:51:23%20GMT	https://web.archive.org/web/20220926140421js_/https://www.smart-digital.at/wp-includes/js/jquery/jquery.min.js	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20220926140421js_/https_/www.smart-digital.at/wp-includes/js/jquery/jquery.min.js	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:20	132998/132998	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Fri,%2022%20Nov%202024%2013:51:23%20GMT	https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/comments/feed/	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310/https_/www.smart-digital.at/en/comments/feed/index.html	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:21	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:23%20GMT	https://web.archive.org/web/20240718170310js_/https://www.smart-digital.at/wp-includes/js/jquery/jquery-migrate.min.js	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310js_/https_/www.smart-digital.at/wp-includes/js/jquery/jquery-migrate.min.js	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:21	12574/12574	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Nov%202024%2013:51:23%20GMT	https://web.archive.org/web/20220926140228js_/https://www.smart-digital.at/wp-includes/js/jquery/jquery-migrate.min.js	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20220926140228js_/https_/www.smart-digital.at/wp-includes/js/jquery/jquery-migrate.min.js	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:21	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:23%20GMT	https://web.archive.org/web/20240718170310js_/https://www.smart-digital.at/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310js_/https_/www.smart-digital.at/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:21	16404/16404	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Nov%202024%2013:51:24%20GMT	https://web.archive.org/web/20220926140218js_/https://www.smart-digital.at/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20220926140218js_/https_/www.smart-digital.at/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:24%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2021/10/Smart-Digital-Logo-symbol-150x150.png	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2021/10/Smart-Digital-Logo-symbol-150x150.png	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:22	7387/7387	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Nov%202024%2013:51:24%20GMT	https://web.archive.org/web/20240626202938im_/https://www.smart-digital.at/wp-content/uploads/2021/10/Smart-Digital-Logo-symbol-150x150.png	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626202938im_/https_/www.smart-digital.at/wp-content/uploads/2021/10/Smart-Digital-Logo-symbol-150x150.png	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:25%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2021/10/Smart-Digital-Logo-symbol-300x300.png	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2021/10/Smart-Digital-Logo-symbol-300x300.png	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:23	13497/13497	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Nov%202024%2013:51:25%20GMT	https://web.archive.org/web/20240626172401im_/https://www.smart-digital.at/wp-content/uploads/2021/10/Smart-Digital-Logo-symbol-300x300.png	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626172401im_/https_/www.smart-digital.at/wp-content/uploads/2021/10/Smart-Digital-Logo-symbol-300x300.png	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:23	6476/6476	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Nov%202024%2011:06:03%20GMT	https://web.archive.org/_static/images/toolbar/wayback-toolbar-logo-200.png	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/_static/images/toolbar/wayback-toolbar-logo-200.png	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:24	292/292	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Nov%202024%2011:06:58%20GMT	https://web.archive.org/_static/images/toolbar/wm_tb_prv_on.png	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/_static/images/toolbar/wm_tb_prv_on.png	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:24	294/294	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Nov%202024%2011:07:54%20GMT	https://web.archive.org/_static/images/toolbar/wm_tb_nxt_off.png	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/_static/images/toolbar/wm_tb_nxt_off.png	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:24	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2013:51:27%20GMT	http://archiveteam.org/images/e/e6/Archiveteam.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/archiveteam.org/images/e/e6/Archiveteam.15.delayed	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:25	771/771	---M--	302	error ('Found')	text/html	date:Fri,%2022%20Nov%202024%2013:51:27%20GMT	https://archiveteam.org/images/e/e6/Archiveteam.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/archiveteam.org/images/e/e6/Archiveteam.16.delayed	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:25	57024/57024	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Dec%202017%2010:18:59%20GMT	https://wiki.archiveteam.org/images/e/e6/Archiveteam.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/wiki.archiveteam.org/images/e/e6/Archiveteam.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:25	913/913	---M--	200	added ('OK')	image/gif	date:Sat,%2016%20Nov%202024%2011:05:56%20GMT	https://web.archive.org/_static/images/loading.gif	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/_static/images/loading.gif	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:26	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:28%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2021/06/Smart-Digital-Logo-4c_darkblu-01-e1623312244255.png	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2021/06/Smart-Digital-Logo-4c_darkblu-01-e1623312244255.png	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:26	14519/14519	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Nov%202024%2013:51:28%20GMT	https://web.archive.org/web/20220926150645im_/https://www.smart-digital.at/wp-content/uploads/2021/06/Smart-Digital-Logo-4c_darkblu-01-e1623312244255.png	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20220926150645im_/https_/www.smart-digital.at/wp-content/uploads/2021/06/Smart-Digital-Logo-4c_darkblu-01-e1623312244255.png	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:26	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:29%20GMT	https://web.archive.org/web/20240718170310cs_/https://www.smart-digital.at/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310cs_/https_/www.smart-digital.at/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:26	10669/10669	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Nov%202024%2013:51:29%20GMT	https://web.archive.org/web/20231101100058cs_/https://www.smart-digital.at/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20231101100058cs_/https_/www.smart-digital.at/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:27	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:29%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-1-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-1-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:27	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:30%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-2-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-2-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:27	194799/194799	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2013:51:29%20GMT	https://web.archive.org/web/20240626143028im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-1-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626143028im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-1-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:28	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:30%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-3-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-3-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:28	324848/324848	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2013:51:30%20GMT	https://web.archive.org/web/20240626194537im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-2-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626194537im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-2-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:28	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:31%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-4-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-4-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:28	337252/337252	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2013:51:31%20GMT	https://web.archive.org/web/20240626145302im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-3-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626145302im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-3-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:28	278907/278907	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2013:51:31%20GMT	https://web.archive.org/web/20240626151246im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-4-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626151246im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-4-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:29	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:31%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-5-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-5-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:29	185165/185165	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2013:51:31%20GMT	https://web.archive.org/web/20240626155119im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-5-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626155119im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-5-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:29	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:32%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-6-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-6-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:30	213137/213137	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2013:51:32%20GMT	https://web.archive.org/web/20240626134445im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-6-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626134445im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-6-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:30	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:32%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-7-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-7-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:30	203943/203943	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2013:51:32%20GMT	https://web.archive.org/web/20240627093117im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-7-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240627093117im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Objekt-und-Gelaende-Visualisierung-7-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:30	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:33%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-1-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-1-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:30	431810/431810	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2013:51:33%20GMT	https://web.archive.org/web/20240626173412im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-1-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626173412im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-1-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:31	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:33%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-2-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-2-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:31	128057/128057	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2013:51:33%20GMT	https://web.archive.org/web/20240626140715im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-2-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626140715im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-2-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:31	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:33%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-3-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-3-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:31	491673/491673	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2013:51:34%20GMT	https://web.archive.org/web/20240626165632im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-3-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626165632im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-3-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:31	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:34%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-4-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-4-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:32	338310/338310	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2013:51:34%20GMT	https://web.archive.org/web/20240626143114im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-4-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626143114im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-4-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:32	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:34%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-5-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-5-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:32	191678/191678	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Nov%202024%2013:51:35%20GMT	https://web.archive.org/web/20240626152110im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-5-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240626152110im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-5-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
14:51:32	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2022%20Nov%202024%2013:51:35%20GMT	https://web.archive.org/web/20240718170310im_/https://www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-6-1536x864.jpg	C:/Users/morit/Documents/Personal%20Website/Smart%20Dgitial/web.archive.org/web/20240718170310im_/https_/www.smart-digital.at/wp-content/uploads/2023/09/Inventarisierung-6-1536x864.jpg	(from https://web.archive.org/web/20240718170310/https://www.smart-digital.at/en/)
